"codigo_mesa";"id_cliente";"num_pessoa_mesa";"data_hora_entrada";"data_hora_saida"
3974;78;18;"2024-03-23 03:29:21";"2024-03-26 20:29:21"
3975;24;9;"2024-03-27 19:07:41";"2024-03-29 23:07:41"
3976;43;15;"2022-12-11 05:41:21";"2022-12-13 22:41:21"
3977;88;20;"2023-12-21 06:18:35";"2023-12-25 10:18:35"
3978;87;1;"2023-10-26 20:28:23";"2023-10-28 08:28:23"
3979;91;19;"2023-03-05 02:43:23";"2023-03-06 01:43:23"
3980;54;4;"2023-10-09 13:17:15";"2023-10-11 06:17:15"
3981;78;20;"2022-11-03 16:57:34";"2022-11-06 06:57:34"
3982;85;8;"2022-09-07 21:02:43";"2022-09-09 14:02:43"
3983;72;9;"2023-12-26 06:17:22";"2023-12-29 12:17:22"
3984;72;6;"2023-02-25 20:49:42";"2023-02-26 20:49:42"
3985;2;10;"2024-02-03 17:15:56";"2024-02-07 10:15:56"
3986;79;12;"2023-06-24 08:15:50";"2023-06-26 00:15:50"
3987;48;18;"2022-06-15 01:47:02";"2022-06-17 22:47:02"
3988;19;8;"2022-07-11 11:36:12";"2022-07-12 12:36:12"
3989;1;10;"2022-11-19 06:49:25";"2022-11-20 14:49:25"
3990;34;20;"2023-08-08 19:04:41";"2023-08-10 19:04:41"
3991;61;7;"2022-10-15 05:59:02";"2022-10-19 01:59:02"
3992;84;19;"2022-07-29 16:45:50";"2022-07-31 14:45:50"
3993;19;16;"2022-07-05 00:06:36";"2022-07-08 00:06:36"
3994;97;11;"2022-09-25 13:32:59";"2022-09-26 03:32:59"
3995;62;11;"2022-09-05 13:44:55";"2022-09-06 06:44:55"
3996;25;14;"2024-02-03 10:35:22";"2024-02-06 04:35:22"
3997;46;15;"2022-07-22 10:40:42";"2022-07-26 10:40:42"
3998;75;14;"2022-10-19 06:06:30";"2022-10-22 23:06:30"
3999;47;17;"2023-10-16 14:18:06";"2023-10-20 13:18:06"
4000;75;18;"2022-09-30 05:19:03";"2022-09-30 22:19:03"
4001;61;2;"2023-05-18 20:52:22";"2023-05-22 02:52:22"
4002;84;12;"2024-01-15 05:35:02";"2024-01-15 18:35:02"
4003;15;1;"2023-11-07 19:16:16";"2023-11-09 23:16:16"
4004;57;18;"2023-03-15 15:37:20";"2023-03-18 23:37:20"
4005;64;2;"2023-05-15 08:41:31";"2023-05-17 01:41:31"
4006;32;18;"2022-12-21 02:38:43";"2022-12-21 21:38:43"
4007;60;10;"2023-05-04 10:41:52";"2023-05-06 23:41:52"
4008;78;9;"2022-06-28 11:00:38";"2022-06-30 18:00:38"
4009;41;16;"2024-01-23 01:08:20";"2024-01-25 20:08:20"
4010;98;5;"2022-12-03 07:03:15";"2022-12-05 02:03:15"
4011;79;16;"2023-09-18 23:40:53";"2023-09-22 00:40:53"
4012;6;3;"2023-11-14 02:45:12";"2023-11-15 17:45:12"
4013;25;19;"2024-05-14 21:42:11";"2024-05-16 03:42:11"
4014;21;1;"2023-02-19 10:36:06";"2023-02-22 02:36:06"
4015;45;8;"2023-10-06 09:36:37";"2023-10-07 08:36:37"
4016;98;20;"2023-08-16 11:49:23";"2023-08-17 19:49:23"
4017;14;4;"2023-09-03 14:44:23";"2023-09-06 20:44:23"
4018;36;8;"2024-05-02 11:55:22";"2024-05-04 09:55:22"
4019;67;18;"2022-09-25 17:12:29";"2022-09-29 01:12:29"
4020;13;19;"2023-09-22 02:05:45";"2023-09-26 04:05:45"
4021;42;20;"2024-03-30 21:52:11";"2024-04-02 08:52:11"
4022;31;20;"2023-09-29 11:13:23";"2023-10-03 14:13:23"
4023;9;20;"2023-10-10 10:19:28";"2023-10-12 14:19:28"
4024;10;20;"2022-10-01 03:41:09";"2022-10-05 04:41:09"
4025;14;6;"2023-08-29 15:50:21";"2023-09-01 16:50:21"
4026;45;4;"2022-06-25 02:08:45";"2022-06-28 21:08:45"
4027;57;2;"2022-06-23 00:25:56";"2022-06-25 03:25:56"
4028;91;8;"2023-12-16 09:04:27";"2023-12-20 06:04:27"
4029;48;3;"2024-04-02 10:43:09";"2024-04-06 08:43:09"
4030;21;13;"2023-02-13 12:09:43";"2023-02-14 14:09:43"
4031;79;5;"2023-03-29 03:09:14";"2023-03-30 13:09:14"
4032;46;5;"2023-07-20 20:59:46";"2023-07-23 10:59:46"
4033;40;14;"2023-08-11 05:38:33";"2023-08-11 15:38:33"
4034;8;15;"2024-02-11 03:45:04";"2024-02-14 21:45:04"
4035;36;1;"2022-11-21 12:01:33";"2022-11-25 09:01:33"
4036;51;19;"2024-02-25 06:38:17";"2024-02-27 09:38:17"
4037;75;14;"2023-06-02 19:52:56";"2023-06-05 23:52:56"
4038;50;12;"2023-11-23 21:26:28";"2023-11-24 08:26:28"
4039;34;6;"2024-03-18 00:53:27";"2024-03-21 02:53:27"
4040;51;12;"2022-08-03 12:47:10";"2022-08-04 17:47:10"
4041;1;2;"2023-11-01 11:37:35";"2023-11-05 09:37:35"
4042;23;12;"2023-05-14 15:04:23";"2023-05-18 14:04:23"
4043;59;11;"2023-12-29 22:46:18";"2024-01-01 11:46:18"
4044;58;17;"2023-03-10 03:53:54";"2023-03-12 12:53:54"
4045;91;10;"2023-08-20 13:40:40";"2023-08-21 05:40:40"
4046;29;17;"2022-10-07 13:51:24";"2022-10-10 17:51:24"
4047;57;13;"2023-07-28 05:26:39";"2023-07-30 09:26:39"
4048;14;3;"2022-11-26 11:14:44";"2022-11-27 20:14:44"
4049;59;13;"2023-10-01 06:33:25";"2023-10-03 21:33:25"
4050;96;19;"2022-12-31 05:04:07";"2023-01-02 03:04:07"
4051;66;19;"2024-03-24 18:10:15";"2024-03-25 08:10:15"
4052;76;11;"2023-11-27 13:58:10";"2023-11-29 10:58:10"
4053;5;10;"2024-01-04 23:04:49";"2024-01-06 21:04:49"
4054;20;7;"2022-12-09 00:41:51";"2022-12-10 14:41:51"
4055;68;2;"2023-06-06 04:29:14";"2023-06-06 17:29:14"
4056;36;13;"2023-02-21 20:29:41";"2023-02-22 11:29:41"
4057;94;10;"2024-01-09 22:11:18";"2024-01-13 03:11:18"
4058;77;19;"2023-07-28 08:29:15";"2023-07-29 23:29:15"
4059;62;10;"2024-05-20 00:17:19";"2024-05-24 01:17:19"
4060;73;6;"2023-09-18 13:15:29";"2023-09-21 04:15:29"
4061;71;19;"2023-08-06 17:38:34";"2023-08-09 20:38:34"
4062;74;18;"2023-02-02 07:55:08";"2023-02-04 09:55:08"
4063;67;12;"2024-03-28 07:20:34";"2024-03-29 03:20:34"
4064;22;10;"2024-05-08 17:26:31";"2024-05-11 14:26:31"
4065;95;2;"2023-08-17 12:32:53";"2023-08-21 00:32:53"
4066;93;13;"2022-10-03 05:24:59";"2022-10-06 23:24:59"
4067;78;11;"2023-04-23 01:43:02";"2023-04-24 07:43:02"
4068;92;5;"2023-12-21 02:51:51";"2023-12-21 22:51:51"
4069;34;18;"2023-06-23 01:57:46";"2023-06-25 01:57:46"
4070;35;17;"2024-01-18 11:20:32";"2024-01-20 11:20:32"
4071;35;2;"2023-09-13 19:20:41";"2023-09-15 07:20:41"
4072;22;4;"2023-02-09 05:41:41";"2023-02-12 05:41:41"
4073;7;7;"2024-05-08 00:25:40";"2024-05-09 22:25:40"
4074;94;10;"2022-09-15 03:18:12";"2022-09-19 00:18:12"
4075;90;8;"2023-10-29 21:23:07";"2023-11-02 02:23:07"
4076;29;4;"2023-12-28 13:39:15";"2023-12-29 05:39:15"
4077;66;13;"2022-10-24 23:38:57";"2022-10-28 03:38:57"
4078;98;12;"2023-08-05 18:35:32";"2023-08-09 20:35:32"
4079;87;3;"2023-11-23 01:31:25";"2023-11-27 02:31:25"
4080;13;12;"2023-04-17 03:33:19";"2023-04-17 17:33:19"
4081;21;3;"2024-01-04 14:23:43";"2024-01-06 10:23:43"
4082;22;16;"2023-04-11 03:18:03";"2023-04-14 17:18:03"
4083;58;8;"2023-05-17 15:33:10";"2023-05-18 20:33:10"
4084;41;18;"2023-05-27 09:08:32";"2023-05-28 05:08:32"
4085;14;5;"2023-07-20 14:39:10";"2023-07-22 10:39:10"
4086;27;16;"2022-07-09 17:31:10";"2022-07-13 04:31:10"
4087;16;5;"2024-03-21 12:27:12";"2024-03-24 06:27:12"
4088;40;10;"2023-05-10 04:23:05";"2023-05-11 13:23:05"
4089;20;4;"2023-06-02 05:41:44";"2023-06-03 19:41:44"
4090;24;11;"2023-07-29 19:14:41";"2023-07-30 17:14:41"
4091;32;16;"2022-08-22 11:14:35";"2022-08-24 16:14:35"
4092;60;3;"2022-06-06 08:52:40";"2022-06-07 07:52:40"
4093;22;12;"2024-04-25 22:28:14";"2024-04-29 13:28:14"
4094;70;12;"2024-04-17 04:26:25";"2024-04-18 18:26:25"
4095;83;7;"2023-02-13 00:05:12";"2023-02-13 14:05:12"
4096;93;13;"2024-02-12 22:16:15";"2024-02-13 18:16:15"
4097;45;14;"2024-04-01 01:41:55";"2024-04-04 19:41:55"
4098;100;15;"2023-09-28 13:50:38";"2023-09-30 18:50:38"
4099;78;14;"2022-09-14 00:01:50";"2022-09-17 18:01:50"
4100;97;7;"2023-06-30 06:12:22";"2023-07-02 05:12:22"
4101;3;20;"2022-12-21 10:04:28";"2022-12-22 12:04:28"
4102;59;16;"2023-06-22 23:07:59";"2023-06-24 17:07:59"
4103;9;13;"2022-09-04 01:23:16";"2022-09-05 15:23:16"
4104;82;9;"2023-09-26 03:16:28";"2023-09-27 16:16:28"
4105;12;11;"2024-04-05 13:38:17";"2024-04-08 22:38:17"
4106;9;15;"2022-12-26 03:23:06";"2022-12-28 13:23:06"
4107;1;10;"2022-08-10 11:28:16";"2022-08-11 03:28:16"
4108;25;13;"2024-03-15 20:28:10";"2024-03-18 21:28:10"
4109;98;4;"2023-08-12 00:37:10";"2023-08-14 16:37:10"
4110;86;14;"2022-11-21 00:13:34";"2022-11-23 02:13:34"
4111;8;10;"2023-06-08 07:27:50";"2023-06-09 01:27:50"
4112;10;11;"2023-05-14 17:37:22";"2023-05-17 16:37:22"
4113;20;6;"2024-04-19 07:34:49";"2024-04-22 00:34:49"
4114;98;9;"2024-01-24 12:28:31";"2024-01-27 20:28:31"
4115;39;4;"2024-01-16 23:55:07";"2024-01-18 11:55:07"
4116;100;7;"2022-10-08 23:48:37";"2022-10-10 00:48:37"
4117;20;13;"2024-04-21 10:54:46";"2024-04-24 14:54:46"
4118;83;11;"2024-05-03 02:32:30";"2024-05-06 08:32:30"
4119;63;9;"2023-02-15 09:44:47";"2023-02-16 06:44:47"
4120;73;10;"2022-10-22 06:26:30";"2022-10-23 09:26:30"
4121;62;7;"2022-09-17 13:24:51";"2022-09-21 00:24:51"
4122;13;8;"2024-01-24 07:06:21";"2024-01-25 09:06:21"
4123;64;2;"2023-09-03 22:55:26";"2023-09-07 07:55:26"
4124;15;9;"2022-09-17 19:21:58";"2022-09-19 14:21:58"
4125;43;12;"2023-06-26 17:17:23";"2023-06-28 21:17:23"
4126;62;3;"2023-01-10 16:22:12";"2023-01-13 14:22:12"
4127;17;14;"2023-02-05 09:40:53";"2023-02-08 02:40:53"
4128;67;10;"2023-08-01 08:13:44";"2023-08-02 13:13:44"
4129;32;13;"2022-10-23 06:06:32";"2022-10-23 16:06:32"
4130;88;6;"2024-04-28 16:27:45";"2024-04-30 00:27:45"
4131;64;4;"2023-05-20 21:24:27";"2023-05-23 22:24:27"
4132;11;5;"2023-01-17 17:58:33";"2023-01-21 12:58:33"
4133;75;5;"2023-05-30 21:41:11";"2023-06-02 09:41:11"
4134;26;20;"2024-04-23 04:08:36";"2024-04-27 00:08:36"
4135;25;9;"2023-08-28 21:15:17";"2023-08-31 14:15:17"
4136;87;8;"2022-10-12 19:06:37";"2022-10-16 22:06:37"
4137;62;8;"2023-03-22 04:12:55";"2023-03-25 10:12:55"
4138;8;16;"2023-05-08 04:39:57";"2023-05-11 05:39:57"
4139;36;17;"2024-02-13 02:18:59";"2024-02-13 21:18:59"
4140;94;8;"2024-05-08 18:55:21";"2024-05-10 18:55:21"
4141;78;20;"2023-07-30 06:11:16";"2023-08-02 16:11:16"
4142;88;7;"2024-05-12 16:56:01";"2024-05-15 19:56:01"
4143;83;9;"2022-08-18 20:54:19";"2022-08-19 13:54:19"
4144;99;15;"2024-02-21 20:55:14";"2024-02-24 18:55:14"
4145;11;17;"2023-03-11 14:20:16";"2023-03-12 14:20:16"
4146;47;14;"2024-03-17 22:00:28";"2024-03-18 23:00:28"
4147;70;14;"2023-01-15 03:31:27";"2023-01-17 06:31:27"
4148;38;9;"2023-03-20 06:21:54";"2023-03-23 00:21:54"
4149;93;8;"2023-09-08 14:31:26";"2023-09-10 07:31:26"
4150;9;1;"2023-04-30 08:38:15";"2023-04-30 18:38:15"
4151;52;11;"2024-02-05 11:01:55";"2024-02-09 11:01:55"
4152;58;3;"2023-05-23 00:47:17";"2023-05-25 18:47:17"
4153;9;2;"2023-08-04 21:17:24";"2023-08-07 09:17:24"
4154;29;9;"2023-12-07 14:36:18";"2023-12-10 01:36:18"
4155;18;4;"2023-12-03 10:03:34";"2023-12-04 19:03:34"
4156;64;2;"2023-07-03 07:34:57";"2023-07-06 03:34:57"
4157;10;1;"2022-09-14 11:39:33";"2022-09-15 10:39:33"
4158;65;5;"2023-05-25 19:49:04";"2023-05-26 08:49:04"
4159;93;14;"2023-11-09 16:08:32";"2023-11-13 18:08:32"
4160;86;3;"2023-04-26 12:10:10";"2023-04-28 05:10:10"
4161;25;1;"2024-03-22 14:45:16";"2024-03-25 01:45:16"
4162;13;20;"2022-12-02 13:32:09";"2022-12-04 10:32:09"
4163;57;10;"2022-06-30 14:02:19";"2022-07-03 19:02:19"
4164;91;18;"2023-02-14 15:46:17";"2023-02-16 00:46:17"
4165;41;12;"2023-02-12 20:43:10";"2023-02-15 06:43:10"
4166;69;8;"2023-08-27 12:32:51";"2023-08-30 04:32:51"
4167;7;14;"2022-09-27 23:09:49";"2022-10-01 10:09:49"
4168;14;8;"2022-10-15 02:21:54";"2022-10-17 08:21:54"
4169;50;13;"2023-02-25 00:15:13";"2023-03-01 03:15:13"
4170;43;15;"2022-10-28 15:20:59";"2022-10-30 11:20:59"
4171;23;1;"2022-10-26 11:51:57";"2022-10-29 11:51:57"
4172;15;4;"2023-01-17 04:44:29";"2023-01-19 17:44:29"
4173;55;7;"2023-08-10 11:48:29";"2023-08-12 23:48:29"
4174;78;3;"2023-11-05 05:18:16";"2023-11-05 16:18:16"
4175;42;17;"2023-04-07 23:21:49";"2023-04-08 16:21:49"
4176;32;19;"2023-05-26 11:35:39";"2023-05-30 03:35:39"
4177;98;13;"2023-07-22 09:17:56";"2023-07-23 04:17:56"
4178;43;6;"2022-09-23 00:36:45";"2022-09-26 10:36:45"
4179;86;8;"2023-08-30 18:24:06";"2023-09-01 23:24:06"
4180;98;3;"2022-11-17 11:49:45";"2022-11-18 12:49:45"
4181;10;19;"2023-08-05 21:29:10";"2023-08-07 14:29:10"
4182;33;19;"2022-11-06 18:20:03";"2022-11-08 22:20:03"
4183;9;10;"2022-08-20 16:14:13";"2022-08-21 23:14:13"
4184;37;11;"2024-03-16 05:50:44";"2024-03-18 01:50:44"
4185;13;6;"2022-08-15 02:56:52";"2022-08-16 12:56:52"
4186;57;18;"2023-03-03 15:02:29";"2023-03-04 10:02:29"
4187;57;12;"2024-03-09 08:45:56";"2024-03-12 02:45:56"
4188;95;2;"2024-02-29 04:17:19";"2024-03-02 10:17:19"
4189;20;20;"2022-09-24 20:50:35";"2022-09-27 19:50:35"
4190;62;20;"2024-05-19 23:08:12";"2024-05-23 10:08:12"
4191;14;4;"2024-05-13 04:56:21";"2024-05-13 14:56:21"
4192;90;14;"2022-08-24 16:13:19";"2022-08-26 21:13:19"
4193;96;9;"2023-06-26 14:12:29";"2023-06-27 23:12:29"
4194;89;15;"2024-05-08 10:48:11";"2024-05-10 12:48:11"
4195;2;12;"2023-04-09 23:46:31";"2023-04-13 17:46:31"
4196;15;14;"2022-08-12 18:27:47";"2022-08-16 14:27:47"
4197;69;19;"2023-06-06 00:55:41";"2023-06-09 18:55:41"
4198;16;6;"2023-12-01 18:57:14";"2023-12-04 03:57:14"
4199;44;7;"2024-01-23 16:45:28";"2024-01-27 08:45:28"
4200;22;7;"2023-12-24 02:25:43";"2023-12-27 19:25:43"
4201;71;9;"2023-07-09 05:47:58";"2023-07-13 02:47:58"
4202;75;11;"2023-02-09 12:54:29";"2023-02-12 10:54:29"
4203;17;9;"2024-02-01 21:18:54";"2024-02-04 05:18:54"
4204;93;14;"2023-01-11 02:26:28";"2023-01-12 16:26:28"
4205;68;15;"2024-05-11 15:54:58";"2024-05-12 04:54:58"
4206;75;14;"2024-02-21 23:09:13";"2024-02-25 15:09:13"
4207;57;7;"2023-05-24 05:06:34";"2023-05-26 22:06:34"
4208;66;10;"2022-07-01 00:35:54";"2022-07-02 13:35:54"
4209;92;6;"2023-12-24 22:37:25";"2023-12-25 17:37:25"
4210;39;14;"2023-11-20 19:08:43";"2023-11-23 10:08:43"
4211;98;5;"2022-06-14 12:02:09";"2022-06-16 20:02:09"
4212;91;10;"2023-12-28 22:57:46";"2023-12-31 22:57:46"
4213;67;19;"2023-04-02 17:14:52";"2023-04-05 17:14:52"
4214;18;12;"2023-06-25 19:02:17";"2023-06-28 02:02:17"
4215;21;19;"2023-12-22 15:42:55";"2023-12-24 10:42:55"
4216;30;18;"2022-06-09 11:00:16";"2022-06-13 00:00:16"
4217;38;1;"2022-12-05 03:34:51";"2022-12-07 03:34:51"
4218;13;5;"2024-01-02 23:26:29";"2024-01-06 22:26:29"
4219;72;8;"2024-03-26 13:48:35";"2024-03-28 15:48:35"
4220;40;6;"2023-04-25 10:54:07";"2023-04-27 12:54:07"
4221;94;2;"2024-01-12 14:24:15";"2024-01-13 21:24:15"
4222;59;1;"2024-04-22 03:12:40";"2024-04-26 02:12:40"
4223;75;3;"2023-12-04 20:28:09";"2023-12-06 07:28:09"
4224;58;1;"2022-12-20 19:55:34";"2022-12-23 13:55:34"
4225;85;10;"2023-05-12 12:22:51";"2023-05-12 22:22:51"
4226;23;11;"2023-08-31 02:28:43";"2023-08-31 16:28:43"
4227;25;10;"2023-08-23 05:48:03";"2023-08-24 00:48:03"
4228;69;7;"2023-05-29 20:52:56";"2023-06-02 00:52:56"
4229;46;3;"2022-06-06 17:53:18";"2022-06-08 15:53:18"
4230;33;3;"2023-03-06 04:27:17";"2023-03-08 05:27:17"
4231;67;17;"2023-05-12 12:36:28";"2023-05-16 02:36:28"
4232;58;8;"2023-01-02 15:20:44";"2023-01-03 07:20:44"
4233;77;16;"2023-06-24 09:24:30";"2023-06-26 22:24:30"
4234;35;1;"2022-10-05 12:01:14";"2022-10-07 11:01:14"
4235;50;10;"2023-09-28 10:53:40";"2023-09-30 09:53:40"
4236;23;16;"2023-01-24 07:06:08";"2023-01-26 19:06:08"
4237;41;2;"2022-11-18 17:53:44";"2022-11-19 13:53:44"
4238;91;18;"2022-07-19 06:14:50";"2022-07-22 19:14:50"
4239;38;14;"2022-07-14 16:01:39";"2022-07-16 00:01:39"
4240;51;18;"2022-11-17 10:20:04";"2022-11-19 09:20:04"
4241;25;15;"2022-11-29 16:04:40";"2022-11-30 21:04:40"
4242;85;16;"2023-07-22 10:38:04";"2023-07-23 14:38:04"
4243;34;16;"2022-07-17 11:27:43";"2022-07-20 03:27:43"
4244;50;19;"2024-01-08 07:43:18";"2024-01-10 23:43:18"
4245;41;5;"2023-12-27 18:31:55";"2023-12-28 22:31:55"
4246;40;12;"2023-09-03 04:31:28";"2023-09-04 20:31:28"
4247;9;3;"2022-07-13 13:12:10";"2022-07-14 19:12:10"
4248;46;7;"2024-04-14 14:16:28";"2024-04-15 18:16:28"
4249;92;17;"2023-09-30 01:53:46";"2023-10-03 01:53:46"
4250;44;11;"2023-08-20 22:54:27";"2023-08-22 15:54:27"
4251;56;13;"2023-12-04 23:20:31";"2023-12-05 10:20:31"
4252;19;12;"2023-02-11 09:54:12";"2023-02-12 17:54:12"
4253;68;14;"2023-07-14 18:28:38";"2023-07-16 07:28:38"
4254;91;11;"2024-04-13 07:23:04";"2024-04-15 16:23:04"
4255;46;14;"2022-12-22 15:43:13";"2022-12-26 00:43:13"
4256;56;15;"2024-05-22 06:59:46";"2024-05-24 22:59:46"
4257;19;20;"2022-08-18 01:09:06";"2022-08-19 01:09:06"
4258;69;13;"2023-07-12 22:13:53";"2023-07-14 18:13:53"
4259;85;5;"2024-02-22 03:14:03";"2024-02-24 23:14:03"
4260;59;13;"2023-12-28 07:04:59";"2023-12-29 13:04:59"
4261;16;17;"2023-03-01 10:39:00";"2023-03-04 20:39:00"
4262;18;10;"2023-09-30 19:11:52";"2023-10-03 00:11:52"
4263;33;9;"2024-03-17 16:02:57";"2024-03-20 13:02:57"
4264;21;1;"2023-11-11 16:09:04";"2023-11-12 18:09:04"
4265;57;15;"2023-05-13 22:47:35";"2023-05-15 17:47:35"
4266;12;13;"2023-01-27 03:56:28";"2023-01-28 11:56:28"
4267;79;9;"2022-06-22 18:27:34";"2022-06-25 15:27:34"
4268;25;7;"2023-04-04 20:53:32";"2023-04-08 06:53:32"
4269;64;11;"2023-06-04 01:07:58";"2023-06-05 07:07:58"
4270;55;1;"2023-08-21 03:35:01";"2023-08-23 12:35:01"
4271;98;8;"2022-12-28 05:12:01";"2022-12-31 19:12:01"
4272;88;19;"2022-09-26 20:36:51";"2022-09-30 07:36:51"
4273;52;19;"2023-10-18 16:59:47";"2023-10-21 03:59:47"
4274;73;16;"2022-08-21 12:35:39";"2022-08-23 16:35:39"
4275;99;16;"2022-06-08 15:43:08";"2022-06-09 11:43:08"
4276;79;18;"2024-05-24 06:39:10";"2024-05-26 21:39:10"
4277;50;8;"2022-09-06 21:19:02";"2022-09-09 04:19:02"
4278;65;20;"2023-03-09 16:37:42";"2023-03-10 12:37:42"
4279;95;8;"2024-02-16 06:46:51";"2024-02-17 06:46:51"
4280;92;16;"2023-01-28 01:41:26";"2023-01-30 05:41:26"
4281;77;14;"2024-05-23 05:13:20";"2024-05-25 20:13:20"
4282;2;4;"2024-01-17 18:33:51";"2024-01-19 12:33:51"
4283;87;20;"2023-11-20 09:49:27";"2023-11-24 02:49:27"
4284;42;3;"2024-01-09 16:48:17";"2024-01-13 01:48:17"
4285;54;7;"2023-01-26 02:36:11";"2023-01-28 07:36:11"
4286;42;4;"2022-06-20 22:22:21";"2022-06-24 20:22:21"
4287;54;6;"2022-10-09 05:31:33";"2022-10-11 04:31:33"
4288;23;8;"2023-11-12 18:23:30";"2023-11-13 09:23:30"
4289;20;16;"2023-05-21 14:40:53";"2023-05-22 12:40:53"
4290;86;5;"2022-06-10 03:02:55";"2022-06-11 05:02:55"
4291;12;19;"2022-08-19 19:21:08";"2022-08-23 01:21:08"
4292;89;5;"2023-10-04 11:41:04";"2023-10-08 14:41:04"
4293;64;14;"2022-06-16 11:17:48";"2022-06-19 21:17:48"
4294;91;15;"2023-06-05 03:06:18";"2023-06-05 18:06:18"
4295;25;11;"2022-06-17 20:32:23";"2022-06-21 14:32:23"
4296;54;13;"2023-02-25 01:50:29";"2023-02-28 08:50:29"
4297;13;18;"2023-10-13 21:50:05";"2023-10-17 23:50:05"
4298;58;6;"2022-11-25 02:28:53";"2022-11-26 01:28:53"
4299;16;10;"2024-03-05 11:26:05";"2024-03-07 00:26:05"
4300;59;15;"2023-11-26 15:11:50";"2023-11-28 12:11:50"
4301;51;18;"2023-05-03 18:16:39";"2023-05-05 04:16:39"
4302;61;4;"2023-08-11 00:02:58";"2023-08-14 23:02:58"
4303;98;10;"2023-02-06 03:25:08";"2023-02-07 23:25:08"
4304;27;3;"2023-11-16 01:43:52";"2023-11-16 18:43:52"
4305;32;14;"2024-05-14 18:57:30";"2024-05-17 18:57:30"
4306;20;11;"2022-11-13 01:05:16";"2022-11-14 04:05:16"
4307;96;19;"2024-04-12 10:43:34";"2024-04-13 12:43:34"
4308;41;1;"2022-07-17 20:39:39";"2022-07-20 04:39:39"
4309;100;3;"2022-08-30 06:23:34";"2022-08-31 18:23:34"
4310;26;9;"2024-04-25 12:58:45";"2024-04-29 01:58:45"
4311;36;9;"2022-08-12 14:25:54";"2022-08-14 21:25:54"
4312;32;17;"2022-10-03 18:43:28";"2022-10-04 23:43:28"
4313;58;5;"2022-08-22 03:16:22";"2022-08-25 13:16:22"
4314;23;4;"2023-05-06 08:17:07";"2023-05-06 22:17:07"
4315;85;2;"2024-05-13 18:56:55";"2024-05-14 06:56:55"
4316;70;16;"2023-10-16 01:40:09";"2023-10-17 21:40:09"
4317;27;9;"2023-05-21 19:01:52";"2023-05-24 21:01:52"
4318;89;2;"2024-01-08 13:53:33";"2024-01-11 05:53:33"
4319;34;11;"2023-03-21 04:20:14";"2023-03-22 16:20:14"
4320;23;5;"2023-07-17 12:18:35";"2023-07-19 01:18:35"
4321;1;1;"2022-10-30 10:24:59";"2022-11-02 22:24:59"
4322;58;2;"2024-05-13 10:21:18";"2024-05-16 19:21:18"
4323;84;10;"2023-04-29 00:09:57";"2023-05-03 04:09:57"
4324;9;11;"2023-09-18 09:01:53";"2023-09-21 10:01:53"
4325;21;8;"2022-09-19 12:30:40";"2022-09-20 18:30:40"
4326;33;1;"2024-03-25 21:51:24";"2024-03-29 20:51:24"
4327;79;12;"2023-05-01 07:15:28";"2023-05-04 04:15:28"
4328;68;14;"2023-01-09 20:43:58";"2023-01-12 05:43:58"
4329;5;2;"2022-10-24 12:39:38";"2022-10-27 06:39:38"
4330;39;17;"2023-09-02 11:02:07";"2023-09-03 00:02:07"
4331;13;19;"2023-03-31 08:23:36";"2023-04-04 07:23:36"
4332;40;6;"2023-05-31 13:19:32";"2023-06-03 18:19:32"
4333;26;5;"2024-04-09 14:41:47";"2024-04-12 23:41:47"
4334;74;14;"2023-06-06 14:55:41";"2023-06-09 01:55:41"
4335;39;19;"2023-11-05 13:28:39";"2023-11-06 07:28:39"
4336;94;10;"2024-01-23 17:51:40";"2024-01-25 09:51:40"
4337;16;17;"2022-06-01 19:20:27";"2022-06-03 12:20:27"
4338;59;8;"2023-03-26 15:02:11";"2023-03-28 01:02:11"
4339;1;16;"2023-07-29 02:25:10";"2023-08-01 22:25:10"
4340;94;19;"2023-05-06 13:02:27";"2023-05-09 18:02:27"
4341;91;8;"2023-08-21 14:03:57";"2023-08-22 15:03:57"
4342;83;3;"2023-01-12 03:38:04";"2023-01-15 05:38:04"
4343;3;18;"2023-11-22 07:57:37";"2023-11-25 08:57:37"
4344;92;9;"2023-10-19 16:05:19";"2023-10-21 05:05:19"
4345;39;9;"2022-05-29 18:20:21";"2022-06-01 03:20:21"
4346;88;15;"2023-12-16 16:42:15";"2023-12-20 04:42:15"
4347;42;5;"2023-06-30 22:51:52";"2023-07-03 19:51:52"
4348;20;13;"2023-01-18 12:37:51";"2023-01-20 09:37:51"
4349;80;5;"2023-11-12 05:42:58";"2023-11-15 05:42:58"
4350;50;15;"2022-12-04 21:51:30";"2022-12-06 08:51:30"
4351;90;2;"2023-09-19 14:11:06";"2023-09-21 00:11:06"
4352;27;5;"2023-08-19 07:14:42";"2023-08-20 18:14:42"
4353;90;3;"2023-01-07 08:32:30";"2023-01-10 20:32:30"
4354;97;14;"2023-04-24 18:53:37";"2023-04-28 13:53:37"
4355;89;14;"2023-02-22 21:39:33";"2023-02-25 11:39:33"
4356;30;6;"2024-03-28 03:04:06";"2024-03-30 20:04:06"
4357;38;17;"2024-03-12 05:55:14";"2024-03-16 09:55:14"
4358;8;17;"2024-01-13 16:29:20";"2024-01-16 08:29:20"
4359;58;12;"2024-04-24 04:34:25";"2024-04-26 13:34:25"
4360;6;14;"2023-06-11 21:42:01";"2023-06-14 12:42:01"
