"codigo_mesa";"codigo_prato";"quantidade_pedido";"codigo_situacao_pedido"
6537;512;"1";3
9186;711;"2";3
1709;139;"4";3
8248;224;"3";3
2222;678;"4";3
8278;36;"6";2
7610;933;"1";2
8294;178;"5";3
8357;818;"1";2
1167;59;"3";3
5704;231;"5";2
9963;779;"6";3
9051;786;"4";2
7862;931;"1";3
3934;845;"3";2
6592;17;"5";3
988;30;"3";3
1372;974;"4";2
1626;305;"1";2
9985;328;"6";3
6711;859;"5";2
9784;485;"4";2
8401;10;"1";3
6039;393;"2";2
5938;884;"6";2
6518;298;"5";2
690;673;"6";2
8712;151;"6";3
3947;906;"5";3
313;245;"6";3
2916;435;"4";3
1659;218;"4";3
5086;441;"5";3
4279;392;"2";3
363;404;"6";3
9531;995;"3";3
8855;185;"2";2
6465;452;"3";3
5596;845;"6";2
4085;887;"4";2
4730;403;"1";3
9849;181;"3";2
3556;439;"1";3
926;675;"4";3
7993;960;"1";2
3219;141;"3";3
2507;485;"6";3
1274;11;"5";2
9854;781;"5";3
4294;717;"3";3
2823;941;"4";2
7573;298;"4";3
7678;929;"5";2
5106;135;"6";2
8755;660;"6";2
9769;541;"2";3
4134;86;"3";3
8416;808;"6";3
2670;339;"4";3
673;262;"3";3
1069;343;"3";2
6667;819;"1";2
4761;967;"1";3
1646;80;"2";2
630;950;"2";2
9050;184;"5";2
9080;245;"5";3
8836;270;"1";3
4272;519;"2";2
3952;520;"1";2
8810;257;"5";2
4444;837;"2";2
4090;809;"6";3
5566;931;"1";3
6503;638;"6";2
7207;340;"6";3
7644;411;"3";3
8346;957;"6";2
8947;198;"1";2
4938;343;"4";3
6003;48;"2";3
2379;473;"2";2
3889;475;"6";2
2379;165;"6";2
2797;582;"2";3
2828;361;"6";2
8470;209;"4";3
6230;930;"1";3
3633;346;"6";2
5821;746;"5";3
5057;320;"4";2
204;627;"5";2
7776;150;"4";3
3016;958;"4";3
4502;822;"5";2
4981;771;"4";2
7767;334;"2";2
9744;929;"3";3
837;191;"1";2
9039;671;"6";3
8173;403;"1";2
6004;712;"2";2
3331;930;"6";2
1346;442;"1";2
4111;79;"3";3
9703;149;"6";3
1479;618;"2";2
2418;706;"1";2
2254;117;"6";3
6507;554;"6";2
1226;205;"4";2
1261;553;"3";2
559;916;"5";3
9220;322;"2";2
5585;598;"5";3
7494;553;"4";3
8030;95;"3";2
9637;881;"2";3
7913;913;"1";2
4743;511;"2";2
2211;231;"3";2
4295;198;"2";3
5320;229;"1";3
910;588;"5";3
857;247;"6";2
2502;444;"1";3
1161;995;"6";3
4849;715;"1";2
5513;934;"3";2
6255;374;"6";3
1054;994;"3";2
469;682;"4";3
3000;367;"3";2
3094;209;"5";3
6165;693;"5";2
5314;111;"2";2
7164;28;"5";2
732;486;"6";3
9898;145;"2";2
9286;238;"1";3
4960;893;"3";2
3305;283;"1";2
3080;54;"3";3
1699;484;"4";3
6869;727;"5";2
9485;920;"3";3
2985;653;"2";2
3810;52;"3";2
8347;878;"1";2
9186;588;"6";3
6977;707;"2";2
8413;929;"6";3
1732;578;"1";3
426;824;"2";3
4982;386;"3";2
4594;185;"6";2
5120;207;"3";2
3953;628;"2";3
96;70;"6";3
7533;118;"3";2
7985;892;"2";2
4291;332;"3";2
4042;588;"6";3
1816;744;"5";2
2951;674;"3";2
766;850;"3";3
6006;342;"2";2
8188;477;"1";3
3532;362;"2";2
7652;431;"1";3
4177;759;"2";3
7817;261;"5";3
2340;641;"6";2
9880;459;"2";3
2812;403;"5";2
9641;725;"5";2
7417;114;"2";2
67;763;"6";3
970;965;"3";3
1954;959;"6";2
8412;659;"4";3
2587;724;"1";3
9996;976;"2";3
3764;676;"1";3
9309;465;"3";2
3179;266;"5";3
4518;391;"4";3
2430;456;"4";2
6689;553;"1";3
3470;312;"4";2
5313;551;"4";2
341;507;"6";2
7144;366;"4";3
693;442;"6";3
1075;302;"6";3
9883;138;"1";2
5285;992;"1";2
7773;43;"2";2
1883;541;"3";3
4469;738;"5";3
6869;304;"2";3
2756;125;"4";2
7557;672;"6";2
2164;71;"3";3
9655;639;"5";3
202;130;"3";3
5093;634;"5";3
5476;433;"3";2
2062;900;"6";2
3548;752;"6";3
8857;204;"5";2
9946;133;"2";2
9489;411;"5";2
5290;916;"3";2
9723;548;"2";3
5303;833;"1";3
1521;678;"2";2
4622;203;"1";2
7205;793;"1";3
7087;771;"6";2
712;233;"4";3
2390;510;"5";2
2681;662;"1";3
9584;816;"1";2
3078;638;"4";2
4509;133;"1";3
7276;814;"5";2
5111;799;"3";2
715;877;"4";3
9754;442;"2";2
2849;148;"6";3
5806;781;"6";2
6597;786;"6";2
2793;192;"2";2
5396;872;"3";2
6678;307;"5";3
6672;207;"4";2
1134;717;"6";2
6091;659;"1";3
3347;620;"6";2
7970;712;"6";3
6444;910;"2";2
6567;931;"1";3
4329;792;"2";3
1155;382;"4";3
769;835;"5";3
9594;927;"5";2
8540;288;"4";3
8650;549;"4";2
4139;416;"4";3
9913;45;"4";2
9054;88;"1";3
6259;755;"6";2
7655;330;"2";3
3178;556;"5";3
2094;238;"3";3
9877;349;"2";2
5247;557;"6";3
9877;202;"5";3
9173;583;"2";2
2937;849;"1";2
6360;588;"6";2
9109;112;"3";3
8769;374;"6";2
4370;261;"6";2
1044;361;"2";2
4438;973;"2";2
65;20;"4";3
1282;745;"5";3
5003;44;"4";2
7468;231;"6";3
3200;53;"1";3
7510;817;"3";3
5408;385;"2";2
4141;999;"6";2
4979;151;"3";3
8161;244;"1";2
1392;317;"6";3
5055;701;"3";3
8916;15;"6";2
7745;187;"6";3
8202;49;"3";3
9230;216;"4";3
4774;604;"1";3
5988;44;"2";3
703;331;"6";2
9301;345;"4";2
8312;727;"1";3
9563;248;"1";3
4642;261;"2";3
9628;984;"6";2
7065;14;"2";2
1705;734;"5";2
5723;297;"6";3
8859;431;"5";2
2706;418;"3";3
2573;489;"5";3
7909;626;"6";3
9927;776;"2";3
9066;768;"1";3
7031;595;"6";2
2655;567;"5";2
1119;116;"6";3
1013;53;"1";3
8128;546;"3";3
9799;412;"6";3
6226;810;"1";2
5715;242;"1";2
2998;540;"6";3
9184;735;"6";2
2035;487;"1";2
1748;674;"2";3
6727;981;"4";3
5757;905;"1";2
2750;484;"3";3
8659;768;"4";2
1448;56;"4";2
711;407;"6";2
5917;650;"6";3
2342;675;"1";2
1907;256;"5";3
6998;122;"4";2
1375;408;"5";2
9732;206;"5";3
8995;559;"2";3
5882;618;"6";2
7738;373;"3";3
1584;919;"4";3
7197;356;"5";3
9123;694;"6";3
2570;604;"5";2
5608;862;"4";3
3266;417;"3";2
7091;142;"3";2
613;84;"1";3
4391;268;"1";3
5047;756;"3";3
2201;137;"4";2
8551;467;"4";2
4494;679;"4";2
4015;72;"1";2
6847;222;"4";2
5039;522;"1";2
2697;742;"6";3
4098;9;"1";2
4480;773;"4";2
1111;54;"1";2
3450;395;"6";2
6929;651;"3";3
2771;756;"4";2
1902;89;"3";3
2638;984;"4";3
1125;949;"4";3
8311;211;"1";3
9407;894;"2";3
1725;268;"6";3
3520;211;"1";3
8403;375;"6";3
2162;343;"5";3
8953;581;"3";2
6125;542;"5";2
445;371;"4";3
5972;257;"6";3
7330;779;"6";3
6734;110;"6";3
689;878;"2";2
4157;397;"6";2
8060;50;"4";2
9298;130;"2";3
2595;414;"5";2
9790;28;"4";2
8450;985;"2";3
406;674;"6";2
2614;667;"1";3
5949;252;"6";3
2706;631;"5";3
3112;465;"1";2
5624;402;"2";3
2212;481;"4";3
2789;87;"4";2
2780;608;"5";3
1001;989;"5";2
759;543;"4";3
3353;866;"3";2
7726;490;"4";2
4742;165;"2";2
6790;513;"1";3
8820;589;"4";3
9582;992;"1";3
957;354;"2";2
7847;813;"1";3
6415;99;"4";2
2737;473;"3";2
3757;118;"2";3
4750;180;"5";3
4917;136;"6";3
7213;144;"6";2
7278;264;"3";2
7189;997;"4";3
2312;670;"2";2
5202;205;"6";3
7286;484;"4";3
8240;806;"1";3
1531;260;"1";2
2405;217;"1";3
9077;917;"4";3
784;528;"3";2
9964;98;"5";2
2525;990;"2";2
2704;173;"4";3
3398;646;"5";3
2503;322;"6";2
8894;432;"1";2
387;62;"5";2
4576;264;"3";2
4003;628;"1";2
8319;532;"1";3
9771;217;"1";3
4999;8;"1";2
5458;684;"2";2
5516;939;"5";2
4856;102;"1";3
4431;501;"5";3
1987;209;"5";2
3541;462;"5";2
193;414;"5";3
1744;909;"4";3
3945;439;"5";2
7766;243;"3";2
4138;405;"2";2
613;985;"5";3
1536;631;"6";3
41;765;"6";2
353;176;"4";2
9984;566;"5";3
7861;228;"4";3
8055;327;"6";3
8953;306;"5";2
9445;441;"1";2
4409;189;"2";2
3510;505;"1";2
6607;307;"3";2
5973;642;"2";2
9671;688;"2";3
719;951;"2";3
6951;543;"3";3
2850;771;"4";2
5438;962;"2";2
4047;982;"4";2
3474;296;"4";3
6225;501;"5";3
6969;310;"6";2
3524;142;"1";2
6075;689;"4";3
6246;335;"1";2
842;313;"5";3
538;305;"6";2
6742;71;"6";2
4119;768;"4";3
8918;479;"6";2
7738;67;"4";3
16;897;"2";2
7977;349;"6";2
6705;530;"4";2
9414;330;"1";3
8222;937;"2";3
654;102;"3";3
7849;755;"1";3
3215;14;"6";3
6721;941;"6";2
1448;587;"4";3
8211;108;"4";2
5826;781;"3";3
632;807;"3";2
3780;908;"6";2
1029;924;"3";3
3008;747;"4";2
5551;739;"2";3
2585;526;"4";3
4369;331;"4";2
208;40;"4";2
7211;91;"5";3
9639;856;"4";3
2014;599;"3";2
3199;372;"1";2
2396;391;"4";3
1592;639;"1";2
1276;307;"1";2
9855;540;"6";3
6722;728;"4";2
3861;264;"2";3
8293;567;"3";3
7803;442;"4";3
7489;885;"3";2
1054;744;"2";2
8486;306;"6";2
2675;624;"4";3
8314;692;"3";2
7108;252;"1";3
2151;26;"2";3
5593;527;"4";3
6551;512;"1";2
4762;799;"6";3
2558;980;"5";2
1462;908;"2";3
1588;519;"1";3
7618;962;"5";3
3316;148;"3";3
571;619;"3";3
8615;504;"1";3
5706;24;"2";3
5832;673;"4";3
4974;548;"4";2
7027;348;"3";2
6833;145;"4";2
6534;401;"6";2
7707;470;"6";2
4554;778;"1";3
7166;644;"5";2
5728;743;"4";2
14;846;"6";3
5032;67;"2";2
9640;37;"6";2
65;413;"1";2
7033;137;"5";2
6521;493;"2";3
2880;658;"1";3
642;320;"5";3
441;919;"1";3
7405;446;"5";3
1730;801;"5";2
7019;470;"6";3
3295;961;"6";2
5370;356;"2";2
7072;137;"4";3
7056;200;"4";2
2847;246;"4";2
7369;358;"5";3
4087;831;"6";3
423;953;"5";3
2782;338;"5";3
874;533;"2";3
4180;277;"6";2
2548;810;"1";2
7159;261;"1";3
3173;948;"4";2
4630;718;"2";2
5148;12;"5";2
2880;477;"5";2
7139;981;"1";2
2111;919;"5";3
4516;666;"3";2
7754;260;"4";3
9188;527;"3";2
3485;953;"2";2
9440;949;"6";3
1668;814;"6";2
2905;739;"4";2
3778;839;"1";2
460;787;"3";2
1590;389;"2";2
1387;340;"2";3
552;12;"5";2
4873;280;"6";2
9380;165;"1";3
1206;88;"3";3
4695;825;"1";3
8539;833;"2";3
5102;104;"5";3
6411;673;"5";2
977;921;"3";3
1054;837;"3";3
8752;165;"6";2
3544;225;"2";3
747;573;"2";2
1568;347;"6";2
1341;215;"2";3
4843;687;"4";3
2443;782;"6";3
8058;269;"1";3
9783;578;"1";2
1361;907;"1";3
3616;211;"5";3
7025;714;"3";3
7080;274;"1";2
4099;395;"2";2
6979;488;"5";3
7777;482;"2";3
1194;790;"4";3
7175;782;"6";2
4999;387;"4";3
3916;211;"1";2
5868;843;"2";2
4017;468;"4";2
9080;269;"4";3
8;265;"3";2
3485;114;"3";3
4802;88;"4";2
595;576;"3";2
2694;779;"1";2
691;964;"1";2
1992;13;"4";3
4252;528;"3";2
7072;433;"4";3
7695;310;"5";3
8056;753;"5";2
4015;733;"4";3
1552;252;"2";2
5933;742;"4";2
9311;16;"6";2
7667;664;"6";2
1477;272;"3";2
2160;53;"5";3
2611;286;"1";2
9704;595;"1";2
7697;922;"2";2
2411;64;"6";2
6177;270;"3";3
1669;145;"2";3
5641;705;"3";2
5350;15;"4";2
17;87;"3";2
1434;900;"4";2
1947;301;"3";3
7551;59;"3";2
4077;392;"3";3
5175;485;"3";3
7342;865;"5";2
5754;153;"3";2
5612;481;"2";3
8675;276;"3";3
8455;205;"1";3
9245;40;"3";2
2126;877;"2";3
2452;915;"6";2
7915;452;"3";2
5032;851;"4";2
4365;368;"1";3
4927;712;"6";2
4246;430;"3";3
1409;248;"3";3
5409;775;"6";3
4773;946;"6";2
8397;47;"1";3
4180;183;"2";2
5696;226;"5";2
1711;285;"2";2
2795;871;"3";2
3253;882;"2";2
3280;197;"1";3
9697;383;"4";3
3130;555;"4";3
5207;848;"3";2
3929;200;"5";3
2156;534;"2";3
6698;319;"3";3
5075;421;"6";2
2650;120;"4";3
3651;755;"4";3
1127;627;"6";3
5545;965;"4";2
1433;772;"5";2
9230;992;"5";3
4113;560;"1";2
281;945;"4";2
8989;314;"4";3
1929;659;"3";2
2696;383;"2";2
44;838;"6";2
6084;307;"3";3
8300;578;"1";2
7446;935;"2";2
622;835;"1";3
5877;956;"4";2
1514;685;"1";2
3048;103;"6";2
5706;238;"5";3
2114;220;"4";3
6219;3;"2";2
1070;623;"6";3
9709;146;"6";3
4700;526;"6";3
2637;587;"2";3
3303;940;"2";2
1966;859;"2";3
4265;988;"4";2
9679;747;"6";2
5522;817;"2";3
6554;606;"6";3
3709;692;"5";2
5805;62;"4";3
8704;459;"4";2
4783;843;"4";2
4338;459;"2";2
9468;972;"6";3
6218;100;"6";3
8984;958;"4";3
8448;203;"2";3
6645;934;"1";2
6522;299;"5";3
4413;672;"3";2
6037;214;"2";2
5778;75;"5";3
316;574;"5";3
606;687;"6";2
3444;565;"2";2
4616;607;"1";2
8419;961;"5";2
4276;807;"1";3
3864;21;"2";2
6566;344;"6";3
4484;999;"5";3
6693;307;"2";2
9112;524;"1";2
2768;126;"3";2
6481;685;"4";3
1203;37;"5";2
7456;985;"2";3
1017;166;"6";3
4757;991;"4";2
95;335;"6";2
9662;356;"2";3
3318;638;"5";2
8415;135;"6";2
4895;655;"6";3
4576;200;"3";3
2012;501;"6";2
4425;540;"1";3
919;57;"5";3
4961;964;"6";3
3111;863;"4";3
2019;780;"6";3
180;591;"2";2
2173;730;"4";2
4103;69;"6";2
7763;705;"4";3
9618;534;"6";3
6922;818;"4";3
2642;22;"1";2
5060;676;"3";2
4013;492;"1";2
4983;237;"5";3
7626;434;"1";2
3101;703;"4";3
3718;440;"1";2
1130;961;"1";3
261;113;"6";2
227;130;"6";3
9699;833;"2";3
8517;904;"5";3
5018;239;"6";3
6188;314;"2";2
1300;83;"1";2
4528;375;"5";3
8234;275;"4";3
9010;635;"1";2
6185;934;"3";3
5455;531;"1";3
4738;757;"3";3
7239;914;"3";3
4518;728;"2";2
4545;180;"1";2
9891;727;"6";3
5990;264;"2";3
6513;27;"3";3
1558;987;"6";2
1145;494;"4";3
3451;264;"1";3
729;897;"6";3
5592;606;"6";2
1776;401;"5";2
693;272;"5";3
9321;222;"4";3
371;54;"1";2
4288;909;"5";3
515;685;"5";2
4717;754;"6";2
1282;547;"2";3
948;560;"6";2
1293;897;"6";2
7241;59;"6";3
634;434;"4";3
5942;856;"5";2
4904;656;"1";2
1156;361;"5";3
5143;636;"5";2
6227;851;"6";2
3785;660;"1";2
8753;570;"1";2
8364;104;"3";3
9563;61;"3";2
5473;387;"2";3
9560;537;"3";2
6308;213;"1";3
7742;573;"2";2
6780;224;"1";2
2536;562;"4";2
1967;131;"4";2
7513;898;"2";3
6864;885;"6";2
1416;405;"6";2
2910;665;"1";2
7580;707;"4";3
403;180;"5";2
3369;114;"3";3
9631;48;"5";3
6018;19;"2";3
1889;641;"3";2
6120;560;"1";2
9987;977;"6";3
6665;688;"5";2
4314;244;"5";3
2097;935;"1";3
4104;622;"2";2
2349;904;"4";2
7004;821;"3";2
6704;145;"5";2
5081;808;"5";3
6612;470;"2";3
5071;792;"5";2
4191;82;"1";2
6987;479;"1";2
5319;995;"1";3
7337;393;"5";2
6903;641;"1";2
5712;810;"6";3
9629;258;"2";3
8255;276;"1";3
3560;893;"4";3
3439;72;"1";3
5925;772;"1";2
1699;435;"5";3
916;826;"2";2
8952;750;"4";3
5515;311;"2";3
2310;908;"4";3
8885;626;"4";3
7722;356;"2";2
1556;640;"5";3
8758;231;"2";2
9909;366;"1";3
9608;433;"2";3
2800;757;"4";3
2681;675;"6";3
9710;977;"6";2
6717;359;"3";2
1592;25;"5";2
8266;107;"4";3
9592;325;"5";2
5038;449;"4";2
5335;712;"6";2
5530;680;"3";2
7390;76;"3";2
8322;748;"5";2
2232;987;"1";2
3494;506;"6";3
8789;558;"2";3
820;360;"2";2
185;698;"4";3
5307;166;"5";2
2069;139;"2";2
7968;155;"6";3
719;618;"4";2
6323;883;"4";2
6174;930;"2";2
6318;689;"2";2
4809;4;"3";3
9041;855;"6";3
946;295;"3";2
8445;997;"1";2
689;571;"6";2
4734;279;"4";2
2092;285;"4";3
1393;369;"6";3
5724;589;"3";3
6681;501;"2";3
8218;115;"2";2
8575;195;"1";3
7643;568;"5";2
6731;176;"3";2
3944;573;"2";2
4116;327;"1";2
9452;221;"2";2
8207;500;"3";2
7839;820;"3";3
4658;582;"5";3
9583;272;"4";2
8871;374;"2";3
9729;397;"4";3
5726;747;"4";2
5025;357;"3";3
808;830;"4";3
1974;185;"5";2
8590;103;"6";2
5176;295;"5";2
7928;120;"3";2
272;304;"6";2
5999;237;"5";2
3888;505;"4";3
7974;425;"5";3
3956;65;"5";3
5645;82;"1";3
4746;713;"3";3
467;73;"3";2
389;833;"2";2
5192;837;"5";2
8571;755;"5";2
9247;863;"6";3
95;83;"2";2
9265;528;"3";3
3030;832;"5";2
467;535;"2";2
7173;58;"3";2
4523;79;"2";2
9594;64;"4";3
8361;118;"2";2
7955;357;"1";2
8102;149;"5";2
4342;336;"5";3
959;658;"2";2
6257;229;"5";2
1964;421;"3";3
470;954;"1";2
2522;598;"3";2
4253;519;"5";2
5674;101;"5";3
139;263;"1";2
227;261;"1";3
798;149;"4";2
5596;850;"6";2
1448;839;"2";3
3902;62;"2";3
9969;402;"4";3
8507;891;"4";3
5520;721;"1";3
7260;754;"3";3
2852;890;"1";3
5827;473;"2";2
6477;120;"4";3
7053;629;"5";2
3943;712;"5";3
8102;530;"2";3
5998;937;"3";3
6301;956;"4";2
7799;849;"5";3
6561;45;"3";3
335;507;"4";3
5860;615;"3";2
792;419;"6";3
9397;456;"1";3
9378;335;"6";2
496;770;"1";3
5215;841;"5";3
5773;544;"1";2
340;499;"3";3
7758;287;"1";3
3573;998;"6";2
5870;734;"3";2
97;347;"3";3
8357;77;"3";3
1645;790;"5";2
7773;343;"5";3
2758;70;"1";2
9422;124;"1";3
1146;794;"6";2
1707;752;"2";2
8835;68;"6";3
1063;408;"3";2
4323;897;"6";3
7168;604;"1";3
6659;520;"2";3
3792;389;"2";2
7245;649;"6";3
8404;459;"1";3
6186;42;"2";2
2855;755;"1";2
3060;693;"2";2
5346;318;"2";3
8502;683;"6";2
3365;61;"2";3
9007;110;"4";2
4899;294;"3";3
4764;703;"3";2
2656;978;"3";2
1117;561;"3";2
3963;142;"1";3
6812;57;"6";2
9334;234;"6";3
6755;746;"2";2
1237;779;"6";2
921;330;"3";3
2210;598;"1";2
8765;323;"2";3
298;741;"5";2
3422;305;"3";3
8542;256;"2";2
3847;648;"4";3
2428;977;"1";2
7506;985;"6";2
9936;596;"2";2
4863;851;"4";2
1008;347;"4";3
7860;439;"2";3
3119;511;"6";3
215;352;"4";3
9543;884;"3";2
7689;52;"5";3
2071;698;"1";2
5983;346;"1";3
8478;630;"4";3
282;389;"2";3
5713;809;"1";3
6180;181;"6";3
7601;798;"2";2
4380;516;"2";2
951;967;"2";2
4348;567;"1";3
6165;326;"3";2
3531;243;"1";2
2979;602;"3";3
7446;682;"6";3
1291;832;"2";2
6459;998;"1";2
7644;648;"6";2
5930;427;"5";3
7664;998;"6";3
9482;432;"3";3
2487;703;"2";3
5032;758;"5";3
1731;86;"5";3
2355;610;"5";2
4733;511;"2";3
7245;328;"4";2
7975;412;"2";3
3638;920;"2";3
2525;22;"6";2
2022;186;"3";3
9592;426;"2";2
8919;4;"3";2
3597;544;"2";2
234;565;"2";3
4264;525;"2";3
3701;272;"1";3
1133;236;"1";2
1306;335;"1";2
7608;966;"1";2
742;826;"5";2
8112;954;"2";2
4087;606;"4";3
1249;164;"4";2
2362;415;"4";2
8526;124;"2";2
2608;683;"6";3
5114;101;"5";2
4338;644;"3";3
3846;767;"1";3
6149;852;"4";2
6801;456;"4";3
6570;552;"5";3
7850;456;"2";3
7889;798;"4";3
4805;299;"2";3
3274;758;"1";2
838;81;"5";3
3482;922;"5";3
1206;931;"4";2
5792;652;"1";3
2412;53;"6";3
2237;926;"2";3
9109;441;"3";2
9759;249;"2";3
4380;403;"3";3
878;816;"5";3
5404;504;"6";2
9040;628;"3";3
7897;226;"6";2
440;244;"4";3
8811;278;"5";3
6046;982;"2";2
6794;122;"1";3
102;94;"5";2
6380;192;"5";2
4085;663;"3";3
3199;459;"6";3
9035;538;"2";2
2681;777;"4";3
5896;333;"4";3
5247;746;"4";2
2006;670;"6";2
6229;885;"3";2
6645;658;"4";2
6014;870;"3";2
5921;417;"2";3
4053;710;"6";2
2799;934;"4";2
9955;873;"1";2
4223;340;"3";2
7846;819;"5";3
6540;439;"2";2
3673;219;"3";2
8756;997;"6";2
6001;956;"4";2
5444;937;"4";3
8232;42;"2";3
2055;837;"3";2
8343;134;"1";2
2367;990;"1";2
8271;422;"3";2
1396;647;"1";2
6850;887;"1";2
5622;185;"6";3
6667;976;"6";3
1222;86;"5";3
3072;245;"3";3
7013;143;"1";3
6299;632;"4";3
5594;424;"3";2
1481;503;"6";3
2032;473;"1";2
353;237;"4";3
8320;881;"5";3
8711;912;"1";3
2885;605;"6";3
6515;349;"4";2
7257;388;"1";3
1399;741;"2";3
7222;865;"6";2
7674;280;"1";3
2523;225;"6";3
5818;488;"4";2
2611;61;"3";3
6858;656;"3";2
301;912;"5";3
8170;338;"2";2
1599;860;"1";2
754;556;"5";2
2433;430;"1";2
7957;623;"2";3
5343;866;"6";3
1140;57;"1";3
8828;972;"5";3
300;878;"3";3
7077;150;"3";2
2816;733;"6";3
4857;90;"2";2
4201;524;"4";3
2065;882;"4";3
3378;577;"2";2
6353;285;"1";2
6230;802;"3";3
5895;946;"5";3
8810;678;"2";2
9505;889;"6";3
8824;359;"2";3
7896;287;"4";3
6895;415;"2";2
5541;766;"4";2
7983;855;"5";3
2189;312;"5";2
8494;273;"2";3
3964;952;"1";2
3965;59;"2";2
6392;328;"4";3
4222;536;"4";2
7286;921;"6";3
4550;535;"3";3
6104;401;"6";3
7174;570;"4";2
510;499;"2";3
4464;611;"4";3
4182;756;"3";2
2160;587;"3";3
5923;607;"6";2
1272;410;"3";2
2512;445;"6";3
8935;823;"6";3
3006;894;"2";3
2736;137;"6";2
8964;658;"5";3
7537;963;"3";2
8332;712;"4";2
1787;233;"5";2
7680;448;"1";2
2666;94;"1";2
2429;399;"2";2
5092;819;"4";3
6795;826;"6";2
9721;203;"4";2
2741;204;"5";3
3136;154;"4";3
7617;776;"6";3
8981;505;"4";3
7741;78;"3";3
4122;3;"6";2
6155;363;"3";2
3191;696;"6";3
8814;798;"2";2
333;227;"2";2
7516;252;"4";2
92;52;"6";2
3012;659;"5";2
4883;765;"2";3
7957;570;"6";3
7581;101;"3";3
7635;347;"2";2
9543;599;"4";3
4979;977;"3";3
8813;296;"6";3
6392;523;"5";3
7050;564;"4";2
6947;705;"5";3
1511;462;"4";3
8673;700;"6";2
8657;591;"2";3
7730;306;"4";2
6700;78;"3";2
7621;349;"5";3
6855;301;"2";3
7468;509;"5";3
1485;462;"6";3
4095;657;"5";2
9255;326;"1";3
747;585;"4";3
3365;587;"2";2
8649;387;"5";3
9805;757;"1";3
7297;958;"6";3
9776;654;"1";2
2640;788;"1";3
4008;803;"1";2
8498;154;"6";2
4334;361;"4";3
9710;476;"5";3
3286;549;"3";3
2686;847;"3";2
3947;102;"4";3
7299;730;"5";3
4648;427;"2";3
9516;55;"5";3
4423;660;"5";2
9013;131;"5";2
1998;92;"3";3
2671;897;"4";2
2392;406;"3";3
1786;557;"4";3
1560;874;"3";3
9094;118;"4";2
547;933;"6";3
1261;7;"2";2
2008;446;"4";2
188;985;"2";3
3807;766;"2";3
4688;878;"4";2
9009;729;"5";2
3515;610;"5";2
4067;321;"1";3
5122;210;"2";2
9036;139;"4";3
9555;521;"4";2
6758;648;"6";3
9714;230;"4";2
5131;881;"5";2
6164;153;"3";3
8453;697;"6";2
392;172;"3";3
5472;163;"6";3
5744;546;"6";2
9900;446;"1";3
6449;572;"6";3
9242;776;"2";3
1158;308;"4";2
5065;398;"2";2
7930;164;"2";2
891;709;"1";2
248;375;"1";2
7476;760;"6";2
5185;66;"3";2
926;103;"5";3
2642;834;"6";3
4625;249;"1";3
4141;658;"6";2
2154;485;"3";3
1786;975;"2";3
1696;303;"6";2
7292;833;"1";3
3814;352;"1";2
2064;47;"1";2
547;908;"6";3
2679;712;"1";3
3789;96;"5";2
3874;156;"3";2
3004;715;"5";2
3776;560;"2";3
1235;490;"1";3
3065;664;"2";3
7499;671;"6";2
2422;628;"2";2
4797;141;"3";2
5929;56;"4";3
684;604;"1";2
4079;558;"5";2
6089;540;"3";2
8464;542;"2";2
1713;15;"1";3
8471;487;"2";2
2709;557;"4";3
2058;48;"5";2
2528;679;"1";3
1392;151;"5";2
7167;737;"6";2
5809;929;"3";3
2649;803;"1";3
4780;499;"3";3
5930;960;"3";3
9923;539;"1";3
6735;253;"5";3
2850;198;"5";3
9791;353;"4";2
3298;106;"5";3
1510;971;"1";2
9509;307;"4";2
8072;674;"4";3
6891;729;"2";3
1329;472;"6";2
676;696;"5";2
5405;102;"2";3
7524;83;"2";3
7794;490;"3";3
8868;130;"4";3
5461;304;"6";3
2786;273;"5";3
694;394;"2";3
2865;131;"3";3
8951;324;"3";3
6038;569;"1";2
2062;525;"3";2
5351;386;"5";2
1885;885;"4";3
2613;217;"4";3
9548;516;"3";2
6474;505;"6";2
9712;654;"6";3
535;691;"2";3
3486;291;"5";2
8914;861;"4";3
9469;266;"6";2
5129;88;"1";2
8917;939;"1";3
629;557;"2";3
6266;256;"5";2
3734;464;"5";2
2376;545;"2";3
7403;96;"1";3
2542;852;"1";2
5862;729;"3";2
7597;695;"6";2
7142;902;"6";2
199;827;"3";3
1249;144;"2";2
5690;701;"3";2
3126;196;"6";2
7737;826;"2";2
1424;319;"1";3
7824;598;"4";2
5314;338;"3";2
4406;793;"5";2
1769;572;"2";3
6743;914;"2";3
7837;951;"3";3
1744;935;"2";2
3270;672;"3";2
841;946;"1";2
8336;867;"6";2
3029;814;"6";3
9656;778;"4";3
4111;118;"3";3
4847;487;"5";2
2286;940;"1";3
7148;795;"3";3
1640;133;"5";2
9847;114;"3";2
7772;588;"6";2
9881;203;"6";3
9053;564;"2";2
9502;672;"4";3
4807;937;"6";3
5148;791;"2";2
2430;618;"4";3
2911;570;"5";3
3504;543;"5";2
2263;837;"4";2
6294;964;"1";2
8135;897;"6";3
9787;424;"3";3
5580;888;"6";2
2288;525;"6";3
2285;641;"4";2
3823;517;"2";3
7800;697;"5";3
117;881;"4";3
3724;320;"5";2
3635;427;"2";3
9411;87;"6";3
7931;547;"5";3
1221;478;"5";3
3783;916;"5";2
6343;81;"4";3
9364;432;"6";3
4247;151;"4";3
